state,puma2k,puma12,stab,PUMAname,PUMA2kName,pop10,afact,AFACT2
45,2200,1202,SC,Charleston (South & West) & Berkeley (South) Counties--Charleston City,4502200,12942,0.073,0.067
45,2200,1203,SC,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town,4502200,53420,0.301,0.389
45,2200,1204,SC,"Charleston, Berkeley & Dorchester Counties--North Charleston City",4502200,73613,0.414,0.382
45,2300,800,SC,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City",4502300,69394,0.536,0.354
45,2300,1000,SC,"Georgetown, Marion & Dillon Counties",4502300,60158,0.464,0.48
45,2300,1102,SC,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East)",4502300,23,0,0
46,100,100,SD,West South Dakota--Rapid City,4600100,125045,1,0.723
46,200,100,SD,West South Dakota--Rapid City,4600200,47997,0.461,0.277
46,200,200,SD,Lakota Region,4600200,53897,0.517,0.532
46,200,300,SD,Northeast South Dakota,4600200,2329,0.022,0.018
46,300,300,SD,Northeast South Dakota,4600300,79259,0.776,0.609
46,300,400,SD,Jackrabbit Region,4600300,22900,0.224,0.175
46,400,300,SD,Northeast South Dakota,4600400,48541,0.436,0.373
46,400,400,SD,Jackrabbit Region,4600400,57188,0.514,0.438
46,400,500,SD,Southeast South Dakota (Outside Sioux Falls City),4600400,5618,0.05,0.045
46,500,200,SD,Lakota Region,4600500,47492,0.484,0.468
46,500,400,SD,Jackrabbit Region,4600500,50570,0.516,0.387
46,600,500,SD,Southeast South Dakota (Outside Sioux Falls City),4600600,118197,0.871,0.954
46,600,600,SD,Sioux Falls City,4600600,17481,0.129,0.113
46,700,500,SD,Southeast South Dakota (Outside Sioux Falls City),4600700,102,0.001,0.001
46,700,600,SD,Sioux Falls City,4600700,137564,0.999,0.887
47,100,100,TN,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties",4700100,142243,0.802,1
47,100,200,TN,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties",4700100,35021,0.198,0.251
47,200,200,TN,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties",4700200,104305,0.887,0.749
47,200,300,TN,Montgomery & Stewart Counties--Clarksville City,4700200,13324,0.113,0.072
47,300,300,TN,Montgomery & Stewart Counties--Clarksville City,4700300,172331,1,0.928
47,400,400,TN,"Robertson, Dickson, Cheatham & Hickman Counties",4700400,155053,1,0.863
47,501,400,TN,"Robertson, Dickson, Cheatham & Hickman Counties",4700501,1,0,0
47,501,500,TN,Sumner County--Hendersonville City,4700501,139033,1,0.865
47,502,500,TN,Sumner County--Hendersonville City,4700502,21612,0.159,0.135
47,502,2300,TN,Wilson County--Lebanon & Mount Juliet Cities,4700502,113993,0.841,1
47,502,2501,TN,Nashville-Davidson (East),4700502,14,0,0
47,600,600,TN,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties",4700600,121647,0.634,1
47,600,700,TN,"Putnam, Overton, Jackson, Clay & Pickett Counties",4700600,46659,0.243,0.392
47,600,800,TN,"Cumberland, White, Fentress & Van Buren Counties",4700600,23507,0.123,0.223
47,700,900,TN,"Campbell, Claiborne, Scott, Morgan & Hancock Counties",4700700,123963,1,1
47,801,1100,TN,Sullivan County (Southeast)--Bristol City,4700801,106352,1,1
47,802,1000,TN,Hawkins & Sullivan (Northwest) Counties--Kingsport City,4700802,107304,1,1
47,900,1200,TN,"Greene, Carter, Unicoi & Johnson Counties",4700900,162812,1,1
47,1000,1300,TN,Washington County--Johnson City,4701000,122979,1,1
47,1100,1400,TN,"Hamblen, Cocke & Grainger Counties",4701100,120863,1,1
47,1200,1500,TN,Sevier & Jefferson Counties,4701200,141296,1,1
47,1301,1601,TN,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities",4701301,6352,0.026,0.06
47,1301,1602,TN,Knox County (East),4701301,91386,0.379,0.849
47,1301,1603,TN,Knoxville City,4701301,10420,0.043,0.06
47,1301,1604,TN,Knox County (West)--Farragut Town,4701301,132655,0.551,0.945
47,1302,1601,TN,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities",4701302,99456,0.905,0.94
47,1302,1602,TN,Knox County (East),4701302,10430,0.095,0.097
47,1400,1601,TN,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities",4701400,5,0,0
47,1400,1602,TN,Knox County (East),4701400,5865,0.033,0.054
47,1400,1603,TN,Knoxville City,4701400,162164,0.923,0.94
47,1400,1604,TN,Knox County (West)--Farragut Town,4701400,7731,0.044,0.055
47,1500,1700,TN,Blount County,4701500,123010,1,1
47,1600,1800,TN,"Roane, Loudon & Monroe Counties--Oak Ridge City (West)",4701600,147256,1,1
47,1700,1900,TN,"Bradley, McMinn & Polk Counties--Cleveland City",4701700,168054,1,1
47,1800,2001,TN,Chattanooga City (South & Central),4701800,90949,0.545,0.796
47,1800,2002,TN,Hamilton County (South)--Chattanooga (North) & Red Bank Cities,4701800,73386,0.44,0.695
47,1800,2003,TN,Hamilton County (North)--Soddy-Daisy City,4701800,2641,0.016,0.023
47,1900,2001,TN,Chattanooga City (South & Central),4701900,23318,0.138,0.204
47,1900,2002,TN,Hamilton County (South)--Chattanooga (North) & Red Bank Cities,4701900,32239,0.19,0.305
47,1900,2003,TN,Hamilton County (North)--Soddy-Daisy City,4701900,113924,0.672,0.977
47,2000,2003,TN,Hamilton County (North)--Soddy-Daisy City,4702000,6,0,0
47,2000,2100,TN,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties",4702000,112490,1,1
47,2100,700,TN,"Putnam, Overton, Jackson, Clay & Pickett Counties",4702100,72321,0.469,0.608
47,2100,800,TN,"Cumberland, White, Fentress & Van Buren Counties",4702100,81894,0.531,0.777
47,2201,2501,TN,Nashville-Davidson (East),4702201,133807,0.858,0.905
47,2201,2504,TN,Nashville-Davidson (Southeast),4702201,22069,0.142,0.186
47,2202,2501,TN,Nashville-Davidson (East),4702202,14021,0.134,0.095
47,2202,2502,TN,Nashville-Davidson (North),4702202,68119,0.651,0.65
47,2202,2503,TN,Nashville-Davidson (Central),4702202,22423,0.214,0.195
47,2203,2504,TN,Nashville-Davidson (Southeast),4702203,96346,0.68,0.814
47,2203,2505,TN,Nashville-Davidson (Southwest),4702203,45313,0.32,0.322
47,2204,2502,TN,Nashville-Davidson (North),4702204,14531,0.127,0.139
47,2204,2503,TN,Nashville-Davidson (Central),4702204,68706,0.599,0.598
47,2204,2505,TN,Nashville-Davidson (Southwest),4702204,31476,0.274,0.224
47,2205,2502,TN,Nashville-Davidson (North),4702205,22144,0.202,0.211
47,2205,2503,TN,Nashville-Davidson (Central),4702205,23735,0.216,0.207
47,2205,2505,TN,Nashville-Davidson (Southwest),4702205,63977,0.582,0.454
47,2300,2401,TN,Rutherford County (North)--Smyrna Town & La Vergne City,4702300,120543,0.459,1
47,2300,2402,TN,Rutherford County (South)--Murfreesboro City,4702300,142061,0.541,1
47,2400,2600,TN,Williamson County--Franklin & Brentwood Cities,4702400,183182,1,1
47,2500,2200,TN,"Coffee, Franklin, Lincoln & Moore Counties",4702500,133571,1,1
47,2600,2700,TN,"Maury, Bedford & Marshall Counties",4702600,156631,1,1
47,2700,400,TN,"Robertson, Dickson, Cheatham & Hickman Counties",4702700,24690,0.185,0.137
47,2700,2800,TN,"Lawrence, Giles, Wayne, Lewis & Perry Counties",4702700,108451,0.815,1
47,2800,2900,TN,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties",4702800,137575,1,0.999
47,2800,3000,TN,Madison & Chester Counties--Jackson City,4702800,8,0,0
47,2900,2900,TN,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties",4702900,92,0.001,0.001
47,2900,3000,TN,Madison & Chester Counties--Jackson City,4702900,115417,0.999,1
47,3000,3100,TN,"Tipton, Fayette & Lauderdale Counties",4703000,127309,1,1
47,3101,3201,TN,Memphis City (Central Riverside),4703101,142945,1,1
47,3101,3202,TN,Memphis City (Central Midtown),4703101,23,0,0
47,3102,3202,TN,Memphis City (Central Midtown),4703102,126917,1,0.996
47,3103,3203,TN,Memphis (North) & Bartlett (Southwest) Cities,4703103,89303,0.708,0.781
47,3103,3204,TN,Shelby County (North)--Bartlett (North & East) & Millington Cities,4703103,8027,0.064,0.077
47,3103,3205,TN,"Memphis (East), Lakeland Cities & Arlington Town (South)",4703103,28766,0.228,0.268
47,3104,3202,TN,Memphis City (Central Midtown),4703104,435,0.004,0.003
47,3104,3206,TN,Shelby County (Southeast)--Collierville Town & Germantown City,4703104,2503,0.021,0.021
47,3104,3207,TN,Memphis City (Southeast),4703104,103075,0.88,0.968
47,3104,3208,TN,Memphis City (Southwest),4703104,11147,0.095,0.108
47,3105,3208,TN,Memphis City (Southwest),4703105,88898,1,0.86
47,3201,3203,TN,Memphis (North) & Bartlett (Southwest) Cities,4703201,25105,0.129,0.219
47,3201,3204,TN,Shelby County (North)--Bartlett (North & East) & Millington Cities,4703201,96245,0.495,0.923
47,3201,3205,TN,"Memphis (East), Lakeland Cities & Arlington Town (South)",4703201,73015,0.376,0.681
47,3202,3205,TN,"Memphis (East), Lakeland Cities & Arlington Town (South)",4703202,5497,0.042,0.051
47,3202,3206,TN,Shelby County (Southeast)--Collierville Town & Germantown City,4703202,118964,0.906,0.979
47,3202,3207,TN,Memphis City (Southeast),4703202,3451,0.026,0.032
47,3202,3208,TN,Memphis City (Southwest),4703202,3328,0.025,0.032
48,100,100,TX,Panhandle Regional Planning Commission (Outside Potter & Randall Counties),4800100,186129,1,1
48,200,200,TX,Panhandle Regional Planning Commission--Potter County--Amarillo City (North),4800200,121073,1,1
48,300,300,TX,Panhandle Regional Planning Commission--Randall County--Amarillo City (South),4800300,120725,1,1
48,400,400,TX,South Plains Association of Governments (Outside Lubbock County),4800400,132828,1,1
48,501,501,TX,South Plains Association of Governments--Lubbock County--Lubbock City (Central),4800501,112013,1,1
48,502,502,TX,South Plains Association of Governments--Lubbock County--Lubbock City (Outer),4800502,166818,1,1
48,600,600,TX,North Texas Regional Planning Commission (Outside Wichita County) & Wise County,4800600,150487,0.976,1
48,600,800,TX,"Texoma COG--Grayson, Cooke & Fannin Counties",4800600,2,0,0
48,600,2516,TX,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,4800600,24,0,0
48,600,2600,TX,West Central Texas COG (Outside Taylor County),4800600,3719,0.024,0.019
48,700,700,TX,North Texas Regional Planning Commission--Wichita County--Wichita Falls City,4800700,131500,1,1
48,800,800,TX,"Texoma COG--Grayson, Cooke & Fannin Counties",4800800,159312,1,0.824
48,900,800,TX,"Texoma COG--Grayson, Cooke & Fannin Counties",4800900,33915,0.283,0.176
48,900,900,TX,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",4800900,86129,0.717,0.524
48,1000,1000,TX,Ark-Tex COG (West),4801000,158918,1,1
48,1100,1100,TX,Ark-Tex COG (East)--Bowie & Cass Counties,4801100,123029,1,1
48,1200,1200,TX,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",4801200,49855,0.297,0.432
48,1200,1300,TX,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",4801200,117858,0.703,1
48,1300,1200,TX,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",4801300,65631,0.35,0.568
48,1300,1600,TX,East Texas COG (Central)--Gregg County--Longview City,4801300,121730,0.65,1
48,1400,1501,TX,East Texas COG (Central)--Smith County (Outside Tyler City),4801400,100530,0.479,1
48,1400,1502,TX,East Texas COG (Central)--Smith County (West)--Tyler City,4801400,109184,0.521,1
48,1500,1700,TX,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",4801500,127971,1,1
48,1600,4100,TX,Deep East Texas COG (East),4801600,117068,1,1
48,1700,4000,TX,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties,4801700,151295,1,1
48,1800,1400,TX,Kaufman County,4801800,84,0.001,0.001
48,1800,1800,TX,East Texas COG (Southwest)--Henderson & Anderson Counties,4801800,136990,0.999,1
48,1900,3700,TX,Heart of Texas COG (Outside McLennan County) & Navarro County,4801900,143886,1,0.888
48,2000,900,TX,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",4802000,78337,0.431,0.476
48,2000,1400,TX,Kaufman County,4802000,103266,0.569,0.999
48,2101,1905,TX,Collin County (Central)--McKinney City,4802101,118649,0.447,1
48,2101,1906,TX,Collin County (Northwest)--Frisco City (East) & Prosper Town,4802101,103741,0.391,1
48,2101,1907,TX,Collin County (East),4802101,42968,0.162,0.353
48,2102,1901,TX,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities",4802102,75720,0.289,0.685
48,2102,1904,TX,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",4802102,107357,0.41,0.922
48,2102,1907,TX,Collin County (East),4802102,78869,0.301,0.647
48,2103,1901,TX,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities",4802103,10150,0.073,0.092
48,2103,1902,TX,Collin County (Southwest)--Plano City (West),4802103,108690,0.781,1
48,2103,1903,TX,Collin County (Southwest)--Plano City (Central),4802103,20410,0.147,0.199
48,2103,1906,TX,Collin County (Northwest)--Frisco City (East) & Prosper Town,4802103,4,0,0
48,2104,1901,TX,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities",4802104,24723,0.214,0.224
48,2104,1903,TX,Collin County (Southwest)--Plano City (Central),4802104,82029,0.708,0.801
48,2104,1904,TX,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",4802104,9031,0.078,0.078
48,2201,2001,TX,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,4802201,64357,0.199,0.609
48,2201,2002,TX,Denton County (Southeast)--Lewisville City,4802201,99673,0.308,0.975
48,2201,2003,TX,Denton County (South Central)--Flower Mound Town & Highland Village City,4802201,104045,0.322,0.89
48,2201,2005,TX,Denton County (Central)--Denton (Central) & Corinth Cities,4802201,27746,0.086,0.246
48,2201,2006,TX,Denton County (North & West)--Denton City (Outer),4802201,26915,0.083,0.235
48,2201,2501,TX,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",4802201,732,0.002,0.007
48,2202,2001,TX,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,4802202,41393,0.122,0.391
48,2202,2002,TX,Denton County (Southeast)--Lewisville City,4802202,2557,0.008,0.025
48,2202,2003,TX,Denton County (South Central)--Flower Mound Town & Highland Village City,4802202,12921,0.038,0.11
48,2202,2004,TX,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",4802202,110301,0.324,1
48,2202,2005,TX,Denton County (Central)--Denton (Central) & Corinth Cities,4802202,85196,0.251,0.754
48,2202,2006,TX,Denton County (North & West)--Denton City (Outer),4802202,87510,0.257,0.765
48,2202,2511,TX,Fort Worth City (North)--East of I-35W & West of US-377,4802202,58,0,0.001
48,2202,2516,TX,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,4802202,47,0,0
48,2301,2311,TX,Dallas City (North)--South of I-635 & West of US-75,4802301,4634,0.046,0.043
48,2301,2312,TX,"Dallas (West Central), University Park Cities & Highland Park Town",4802301,11780,0.118,0.108
48,2301,2313,TX,Dallas City (Downtown)--North of I-30,4802301,7992,0.08,0.074
48,2301,2314,TX,Dallas City (East Central)--South of I-30 & East of I-35E,4802301,34529,0.346,0.299
48,2301,2315,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,4802301,38407,0.385,0.351
48,2301,2321,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,4802301,2537,0.025,0.024
48,2302,2306,TX,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,4802302,7142,0.054,0.059
48,2302,2312,TX,"Dallas (West Central), University Park Cities & Highland Park Town",4802302,31157,0.237,0.287
48,2302,2313,TX,Dallas City (Downtown)--North of I-30,4802302,83096,0.633,0.774
48,2302,2314,TX,Dallas City (East Central)--South of I-30 & East of I-35E,4802302,9900,0.075,0.086
48,2303,2304,TX,Dallas County (Southeast)--Dallas City (Southeast),4802303,40750,0.26,0.406
48,2303,2305,TX,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,4802303,84508,0.54,0.68
48,2303,2314,TX,Dallas City (East Central)--South of I-30 & East of I-35E,4802303,31301,0.2,0.271
48,2304,2301,TX,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,4802304,11208,0.062,0.109
48,2304,2306,TX,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,4802304,99016,0.547,0.816
48,2304,2307,TX,Dallas City (Northeast)--East of US-75,4802304,20494,0.113,0.18
48,2304,2312,TX,"Dallas (West Central), University Park Cities & Highland Park Town",4802304,34104,0.188,0.314
48,2304,2313,TX,Dallas City (Downtown)--North of I-30,4802304,16214,0.09,0.151
48,2305,2308,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,4802305,11109,0.082,0.106
48,2305,2309,TX,Dallas (Far North) & Richardson (Southwest) Cities,4802305,79245,0.588,0.731
48,2305,2310,TX,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635",4802305,44342,0.329,0.434
48,2306,2307,TX,Dallas City (Northeast)--East of US-75,4802306,67229,0.391,0.592
48,2306,2309,TX,Dallas (Far North) & Richardson (Southwest) Cities,4802306,6206,0.036,0.057
48,2306,2311,TX,Dallas City (North)--South of I-635 & West of US-75,4802306,69426,0.403,0.651
48,2306,2312,TX,"Dallas (West Central), University Park Cities & Highland Park Town",4802306,29258,0.17,0.269
48,2307,2304,TX,Dallas County (Southeast)--Dallas City (Southeast),4802307,5852,0.043,0.058
48,2307,2314,TX,Dallas City (East Central)--South of I-30 & East of I-35E,4802307,39888,0.293,0.345
48,2307,2315,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,4802307,49447,0.363,0.452
48,2307,2316,TX,Dallas City (South Central)--North of I-20 & West of I-35E,4802307,41074,0.301,0.402
48,2308,2304,TX,Dallas County (Southeast)--Dallas City (Southeast),4802308,25967,0.134,0.259
48,2308,2315,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,4802308,21609,0.111,0.197
48,2308,2316,TX,Dallas City (South Central)--North of I-20 & West of I-35E,4802308,60990,0.314,0.598
48,2308,2317,TX,Dallas County (South)--DeSoto & Lancaster Cities,4802308,5549,0.029,0.055
48,2308,2318,TX,Dallas County (Southwest)--Cedar Hill & Duncanville Cities,4802308,53335,0.274,0.514
48,2308,2319,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,4802308,26866,0.138,0.248
48,2309,2301,TX,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,4802309,39774,0.33,0.388
48,2309,2302,TX,Dallas County (Northeast)--Garland City (South),4802309,68203,0.566,0.681
48,2309,2303,TX,Dallas County (East)--Mesquite City (Central & Southeast),4802309,12442,0.103,0.105
48,2310,2302,TX,Dallas County (Northeast)--Garland City (South),4802310,23840,0.216,0.238
48,2310,2308,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,4802310,86467,0.784,0.825
48,2311,2312,TX,"Dallas (West Central), University Park Cities & Highland Park Town",4802311,2318,0.011,0.021
48,2311,2320,TX,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,4802311,68574,0.317,0.676
48,2311,2321,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,4802311,103193,0.477,0.976
48,2311,2322,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",4802311,42208,0.195,0.409
48,2312,2302,TX,Dallas County (Northeast)--Garland City (South),4802312,4868,0.032,0.049
48,2312,2303,TX,Dallas County (East)--Mesquite City (Central & Southeast),4802312,92454,0.607,0.782
48,2312,2304,TX,Dallas County (Southeast)--Dallas City (Southeast),4802312,233,0.002,0.002
48,2312,2305,TX,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,4802312,39698,0.26,0.32
48,2312,2306,TX,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,4802312,15181,0.1,0.125
48,2313,2318,TX,Dallas County (Southwest)--Cedar Hill & Duncanville Cities,4802313,16737,0.128,0.161
48,2313,2319,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,4802313,81273,0.621,0.752
48,2313,2320,TX,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,4802313,32822,0.251,0.324
48,2314,2301,TX,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,4802314,51507,0.231,0.503
48,2314,2302,TX,Dallas County (Northeast)--Garland City (South),4802314,24,0,0
48,2314,2303,TX,Dallas County (East)--Mesquite City (Central & Southeast),4802314,13389,0.06,0.113
48,2314,2304,TX,Dallas County (Southeast)--Dallas City (Southeast),4802314,27578,0.124,0.275
48,2314,2308,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,4802314,2157,0.01,0.021
48,2314,2317,TX,Dallas County (South)--DeSoto & Lancaster Cities,4802314,94884,0.425,0.945
48,2314,2318,TX,Dallas County (Southwest)--Cedar Hill & Duncanville Cities,4802314,33688,0.151,0.325
48,2315,2302,TX,Dallas County (Northeast)--Garland City (South),4802315,3263,0.016,0.033
48,2315,2307,TX,Dallas City (Northeast)--East of US-75,4802315,25903,0.124,0.228
48,2315,2308,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,4802315,5013,0.024,0.048
48,2315,2309,TX,Dallas (Far North) & Richardson (Southwest) Cities,4802315,22965,0.11,0.212
48,2315,2310,TX,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635",4802315,57738,0.277,0.566
48,2315,2311,TX,Dallas City (North)--South of I-635 & West of US-75,4802315,32617,0.156,0.306
48,2315,2322,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",4802315,60967,0.292,0.591
48,2400,2101,TX,Ellis County,4802400,149610,1,1
48,2501,2501,TX,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",4802501,11125,0.078,0.106
48,2501,2502,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,4802501,29147,0.204,0.258
48,2501,2507,TX,Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820,4802501,25220,0.177,0.224
48,2501,2508,TX,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820",4802501,33022,0.231,0.312
48,2501,2509,TX,Fort Worth (Northeast) & Hurst (South) Cities--North of I-30,4802501,39188,0.274,0.295
48,2501,2512,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,4802501,1896,0.013,0.018
48,2501,2515,TX,Tarrant County (West)--Fort Worth City (West),4802501,3210,0.022,0.031
48,2502,2506,TX,Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20,4802502,160,0.001,0.001
48,2502,2507,TX,Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820,4802502,2154,0.017,0.019
48,2502,2508,TX,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820",4802502,65930,0.508,0.624
48,2502,2513,TX,Fort Worth City (South Central) & Edgecliff Village Town,4802502,61435,0.474,0.493
48,2503,2506,TX,Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20,4802503,43593,0.188,0.407
48,2503,2513,TX,Fort Worth City (South Central) & Edgecliff Village Town,4802503,63176,0.272,0.507
48,2503,2514,TX,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,4802503,110908,0.477,0.891
48,2503,2515,TX,Tarrant County (West)--Fort Worth City (West),4802503,14758,0.063,0.143
48,2504,2511,TX,Fort Worth City (North)--East of I-35W & West of US-377,4802504,86875,0.32,0.813
48,2504,2512,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,4802504,64860,0.239,0.61
48,2504,2515,TX,Tarrant County (West)--Fort Worth City (West),4802504,65034,0.24,0.63
48,2504,2516,TX,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,4802504,54467,0.201,0.461
48,2505,2502,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,4802505,35600,0.243,0.315
48,2505,2503,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,4802505,73211,0.499,0.568
48,2505,2507,TX,Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820,4802505,33571,0.229,0.298
48,2505,2509,TX,Fort Worth (Northeast) & Hurst (South) Cities--North of I-30,4802505,4400,0.03,0.033
48,2506,2503,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,4802506,38919,0.174,0.302
48,2506,2504,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities,4802506,83499,0.373,0.791
48,2506,2505,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,4802506,43485,0.194,0.43
48,2506,2506,TX,Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20,4802506,6457,0.029,0.06
48,2506,2507,TX,Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820,4802506,51762,0.231,0.459
48,2507,2501,TX,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",4802507,21899,0.149,0.208
48,2507,2502,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,4802507,40684,0.277,0.36
48,2507,2509,TX,Fort Worth (Northeast) & Hurst (South) Cities--North of I-30,4802507,72419,0.494,0.545
48,2507,2510,TX,Tarrant County (North)--North Richland Hills (North) & Keller Cities,4802507,11723,0.08,0.104
48,2508,2502,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,4802508,7640,0.045,0.068
48,2508,2503,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,4802508,16797,0.1,0.13
48,2508,2504,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities,4802508,22051,0.131,0.209
48,2508,2505,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,4802508,57713,0.344,0.57
48,2508,2506,TX,Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20,4802508,56968,0.339,0.532
48,2508,2508,TX,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820",4802508,6788,0.04,0.064
48,2509,2501,TX,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",4802509,71560,0.333,0.679
48,2509,2510,TX,Tarrant County (North)--North Richland Hills (North) & Keller Cities,4802509,46085,0.215,0.408
48,2509,2511,TX,Fort Worth City (North)--East of I-35W & West of US-377,4802509,19967,0.093,0.187
48,2509,2515,TX,Tarrant County (West)--Fort Worth City (West),4802509,13680,0.064,0.133
48,2509,2516,TX,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,4802509,63494,0.296,0.538
48,2510,2509,TX,Fort Worth (Northeast) & Hurst (South) Cities--North of I-30,4802510,16847,0.151,0.127
48,2510,2510,TX,Tarrant County (North)--North Richland Hills (North) & Keller Cities,4802510,55168,0.494,0.488
48,2510,2512,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,4802510,39563,0.355,0.372
48,2511,2400,TX,Parker County,4802511,116927,0.854,1
48,2511,2514,TX,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,4802511,13525,0.099,0.109
48,2511,2515,TX,Tarrant County (West)--Fort Worth City (West),4802511,6540,0.048,0.063
48,2600,2102,TX,Johnson County,4802600,150934,1,1
48,2700,2200,TX,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",4802700,97562,0.603,0.776
